season;race_num;race_name;race_date;driver;car;team;team_group;rank;grid;laps;retired;ptsl
2;1;2015 Beijing;24/10/2015;Stephane Sarrazin;4;Venturi;VENTURI;9;6;26;0;2,0,0
2;1;2015 Beijing;24/10/2015;Robin Frijns;27;Amlin Andretti;BMW_ANDRETTI;10;13;26;0;1,0,0
2;1;2015 Beijing;24/10/2015;Daniel Abt;66;ABT Schaeffler Audi Sport;AUDI;11;11;26;0;0,0,0
2;1;2015 Beijing;24/10/2015;Jean-Éric Vergne;25;DS Virgin Racing;VIRGIN;12;5;26;0;0,0,0
2;1;2015 Beijing;24/10/2015;Bruno Senna;21;Mahindra Racing;MAHINDRA;13;7;26;0;0,0,0
2;1;2015 Beijing;24/10/2015;Jacques Villeneuve;12;Venturi;VENTURI;14;12;26;0;0,0,0
2;1;2015 Beijing;24/10/2015;Nelson Piquet Jr.;1;NEXTEV TCR;NIO_NEXTEV;15;18;26;0;0,0,0
2;1;2015 Beijing;24/10/2015;António Felix da Costa;55;Team Aguri;TECHEETAH;99;16;26;1;0,0,0
2;1;2015 Beijing;24/10/2015;Nico Prost;8;Renault e.dams;NISSAN_RENAULT;99;2;26;1;0,0,0
2;1;2015 Beijing;24/10/2015;Salvador Durán;10;Trulli;TRULLI;99;99;26;1;0,0,0
2;1;2015 Beijing;24/10/2015;Simona de Silvestro;28;Amlin Andretti;BMW_ANDRETTI;99;14;26;1;0,0,0
2;1;2015 Beijing;24/10/2015;Vitantonio Liuzzi;18;Trulli;TRULLI;99;99;26;1;0,0,0
2;2;2015 Putrajaya;07/11/2015;Lucas di Grassi;11;ABT Schaeffler Audi Sport;AUDI;1;6;33;0;25,0,0
2;2;2015 Putrajaya;07/11/2015;Sam Bird;2;DS Virgin Racing;VIRGIN;2;14;33;0;18,0,0
2;2;2015 Putrajaya;07/11/2015;Robin Frijns;27;Amlin Andretti;BMW_ANDRETTI;3;8;33;0;15,0,0
2;2;2015 Putrajaya;07/11/2015;Stephane Sarrazin;4;Venturi;VENTURI;4;26;33;0;12,0,0
2;2;2015 Putrajaya;07/11/2015;Bruno Senna;21;Mahindra Racing;MAHINDRA;5;9;33;0;10,0,0
2;2;2015 Putrajaya;07/11/2015;António Felix da Costa;55;Team Aguri;TECHEETAH;6;4;33;0;8,0,0
2;2;2015 Putrajaya;07/11/2015;Daniel Abt;66;ABT Schaeffler Audi Sport;AUDI;7;10;33;0;6,0,0
2;2;2015 Putrajaya;07/11/2015;Nelson Piquet Jr.;1;NEXTEV TCR;NIO_NEXTEV;8;16;33;0;4,0,0
2;2;2015 Putrajaya;07/11/2015;Nick Heidfeld;23;Mahindra Racing;MAHINDRA;9;11;33;0;2,0,0
2;2;2015 Putrajaya;07/11/2015;Nico Prost;8;Renault e.dams;NISSAN_RENAULT;10;5;33;0;1,0,0
2;2;2015 Putrajaya;07/11/2015;Jacques Villeneuve;12;Venturi;VENTURI;11;12;33;0;0,0,0
2;2;2015 Putrajaya;07/11/2015;Sebastien Buemi;9;Renault e.Dams;NISSAN_RENAULT;12;1;33;0;0,3,2
2;2;2015 Putrajaya;07/11/2015;Simona de Silvestro;28;Amlin Andretti;BMW_ANDRETTI;13;18;33;0;0,0,0
2;2;2015 Putrajaya;07/11/2015;Jerôme d'Ambrosio;7;Dragon Racing;DRAGON;14;7;33;0;0,0,0
2;2;2015 Putrajaya;07/11/2015;Nathanaël Berthon;77;Team Aguri;TECHEETAH;15;15;33;0;0,0,0
2;2;2015 Putrajaya;07/11/2015;Loïc Duval;6;Dragon Racing;DRAGON;16;3;33;0;0,0,0
2;2;2015 Putrajaya;07/11/2015;Jean-Éric Vergne;25;DS Virgin Racing;VIRGIN;99;13;33;1;0,0,0
2;2;2015 Putrajaya;07/11/2015;Oliver Turvey;88;NEXTEV TCR;NIO_NEXTEV;99;17;33;1;0,0,0
2;3;2015 Punta del Este;19/12/2015;Sebastien Buemi;9;Renault e.Dams;NISSAN_RENAULT;1;5;33;0;25,0,2
2;3;2015 Punta del Este;19/12/2015;Lucas di Grassi;11;ABT Schaeffler Audi Sport;AUDI;2;4;33;0;18,0,0
2;3;2015 Punta del Este;19/12/2015;Jerôme d'Ambrosio;7;Dragon Racing;DRAGON;3;1;33;0;15,3,0
2;3;2015 Punta del Este;19/12/2015;Loïc Duval;6;Dragon Racing;DRAGON;4;2;33;0;12,0,0
2;3;2015 Punta del Este;19/12/2015;Nico Prost;8;Renault e.dams;NISSAN_RENAULT;5;6;33;0;10,0,0
2;3;2015 Punta del Este;19/12/2015;António Felix da Costa;55;Team Aguri;TECHEETAH;6;8;33;0;8,0,0
2;3;2015 Punta del Este;19/12/2015;Jean-Éric Vergne;25;DS Virgin Racing;VIRGIN;7;17;33;0;6,0,0
2;3;2015 Punta del Este;19/12/2015;Daniel Abt;66;ABT Schaeffler Audi Sport;AUDI;8;7;33;0;4,0,0
2;3;2015 Punta del Este;19/12/2015;Stephane Sarrazin;4;Venturi;VENTURI;9;13;33;0;2,0,0
2;3;2015 Punta del Este;19/12/2015;Robin Frijns;27;Amlin Andretti;BMW_ANDRETTI;10;11;33;0;1,0,0
2;3;2015 Punta del Este;19/12/2015;Simona de Silvestro;28;Amlin Andretti;BMW_ANDRETTI;11;15;33;0;0,0,0
2;3;2015 Punta del Este;19/12/2015;Oliver Turvey;88;NEXTEV TCR;NIO_NEXTEV;12;10;33;0;0,0,0
2;3;2015 Punta del Este;19/12/2015;Oliver Rowland;23;Mahindra Racing;MAHINDRA;13;16;33;0;0,0,0
2;3;2015 Punta del Este;19/12/2015;Nathanaël Berthon;77;Team Aguri;TECHEETAH;14;14;33;0;0,0,0
2;3;2015 Punta del Este;19/12/2015;Nelson Piquet Jr.;1;NEXTEV TCR;NIO_NEXTEV;99;12;33;1;0,0,0
2;3;2015 Punta del Este;19/12/2015;Bruno Senna;21;Mahindra Racing;MAHINDRA;99;9;33;1;0,0,0
2;3;2015 Punta del Este;19/12/2015;Jacques Villeneuve;12;Venturi;VENTURI;99;99;33;1;0,0,0
2;3;2015 Punta del Este;19/12/2015;Sam Bird;2;DS Virgin Racing;VIRGIN;99;3;33;1;0,0,0
2;4;2016 Buenos Aires;06/02/2016;Sam Bird;2;DS Virgin Racing;VIRGIN;1;1;35;0;25,3,0
2;4;2016 Buenos Aires;06/02/2016;Sebastien Buemi;9;Renault e.Dams;NISSAN_RENAULT;2;18;35;0;18,0,0
2;4;2016 Buenos Aires;06/02/2016;Lucas di Grassi;11;ABT Schaeffler Audi Sport;AUDI;3;7;35;0;15,0,0
2;4;2016 Buenos Aires;06/02/2016;Stephane Sarrazin;4;Venturi;VENTURI;4;4;35;0;12,0,0
2;4;2016 Buenos Aires;06/02/2016;Nico Prost;8;Renault e.dams;NISSAN_RENAULT;5;2;35;0;10,0,0
2;4;2016 Buenos Aires;06/02/2016;Loïc Duval;6;Dragon Racing;DRAGON;6;12;35;0;8,0,0
2;4;2016 Buenos Aires;06/02/2016;Nick Heidfeld;23;Mahindra Racing;MAHINDRA;7;13;35;0;6,0,0
2;4;2016 Buenos Aires;06/02/2016;Robin Frijns;27;Amlin Andretti;BMW_ANDRETTI;8;6;35;0;4,0,0
2;4;2016 Buenos Aires;06/02/2016;Oliver Turvey;88;NEXTEV TCR;NIO_NEXTEV;9;11;35;0;2,0,0
2;4;2016 Buenos Aires;06/02/2016;Bruno Senna;21;Mahindra Racing;MAHINDRA;10;16;35;0;1,0,0
2;4;2016 Buenos Aires;06/02/2016;Jean-Éric Vergne;25;DS Virgin Racing;VIRGIN;11;15;35;0;0,0,0
2;4;2016 Buenos Aires;06/02/2016;Nelson Piquet Jr.;1;NEXTEV TCR;NIO_NEXTEV;12;9;35;0;0,0,0
2;4;2016 Buenos Aires;06/02/2016;Daniel Abt;66;ABT Schaeffler Audi Sport;AUDI;13;8;35;0;0,0,0
2;4;2016 Buenos Aires;06/02/2016;Simona de Silvestro;28;Amlin Andretti;BMW_ANDRETTI;14;14;35;0;0,0,0
2;4;2016 Buenos Aires;06/02/2016;Mike Conway;12;Venturi;VENTURI;15;5;35;0;0,0,0
2;4;2016 Buenos Aires;06/02/2016;Jerôme d'Ambrosio;7;Dragon Racing;DRAGON;16;10;35;0;0,0,2
2;4;2016 Buenos Aires;06/02/2016;António Felix da Costa;55;Team Aguri;TECHEETAH;99;3;35;1;0,0,0
2;4;2016 Buenos Aires;06/02/2016;Salvador Durán;77;Team Aguri;TECHEETAH;99;17;35;1;0,0,0
2;5;2016 Mexico City;12/03/2016;Jerôme d'Ambrosio;7;Dragon Racing;DRAGON;1;1;43;0;25,3,0
2;5;2016 Mexico City;12/03/2016;Sebastien Buemi;9;Renault e.Dams;NISSAN_RENAULT;2;5;43;0;18,0,0
2;5;2016 Mexico City;12/03/2016;Nico Prost;8;Renault e.dams;NISSAN_RENAULT;3;2;43;0;15,0,2
2;5;2016 Mexico City;12/03/2016;Loïc Duval;6;Dragon Racing;DRAGON;4;7;43;0;12,0,0
2;5;2016 Mexico City;12/03/2016;Robin Frijns;27;Amlin Andretti;BMW_ANDRETTI;5;12;43;0;10,0,0
2;5;2016 Mexico City;12/03/2016;Sam Bird;2;DS Virgin Racing;VIRGIN;6;10;43;0;8,0,0
2;5;2016 Mexico City;12/03/2016;Daniel Abt;66;ABT Schaeffler Audi Sport;AUDI;7;4;43;0;6,0,0
2;5;2016 Mexico City;12/03/2016;Nick Heidfeld;23;Mahindra Racing;MAHINDRA;8;8;43;0;4,0,0
2;5;2016 Mexico City;12/03/2016;Stephane Sarrazin;4;Venturi;VENTURI;9;9;43;0;2,0,0
2;5;2016 Mexico City;12/03/2016;Bruno Senna;21;Mahindra Racing;MAHINDRA;10;16;43;0;1,0,0
2;5;2016 Mexico City;12/03/2016;Oliver Turvey;88;NEXTEV TCR;NIO_NEXTEV;11;15;43;0;0,0,0
2;5;2016 Mexico City;12/03/2016;Mike Conway;12;Venturi;VENTURI;12;13;43;0;0,0,0
2;5;2016 Mexico City;12/03/2016;Nelson Piquet Jr.;1;NEXTEV TCR;NIO_NEXTEV;13;18;43;0;0,0,0
2;5;2016 Mexico City;12/03/2016;Simona de Silvestro;28;Amlin Andretti;BMW_ANDRETTI;14;11;43;0;0,0,0
2;5;2016 Mexico City;12/03/2016;Salvador Durán;77;Team Aguri;TECHEETAH;15;14;43;0;0,0,0
2;5;2016 Mexico City;12/03/2016;Jean-Éric Vergne;25;DS Virgin Racing;VIRGIN;16;6;43;0;0,0,0
2;5;2016 Mexico City;12/03/2016;António Felix da Costa;55;Team Aguri;TECHEETAH;99;17;43;1;0,0,0
2;5;2016 Mexico City;12/03/2016;Lucas di Grassi;11;ABT Schaeffler Audi Sport;AUDI;99;3;43;1;0,0,0
2;6;2016 Long Beach;02/04/2016;Lucas di Grassi;11;Audi Sport ABT;AUDI;1;2;41;0;25,0,0
2;6;2016 Long Beach;02/04/2016;Stephane Sarrazin;4;Venturi;VENTURI;2;3;41;0;18,0,0
2;6;2016 Long Beach;02/04/2016;Daniel Abt;66;Audi Sport ABT;AUDI;3;6;41;0;15,0,0
2;6;2016 Long Beach;02/04/2016;Nick Heidfeld;23;Mahindra;MAHINDRA;4;4;41;0;12,0,0
2;6;2016 Long Beach;02/04/2016;Bruno Senna;21;Mahindra;MAHINDRA;5;10;41;0;10,0,0
2;6;2016 Long Beach;02/04/2016;Sam Bird;2;Virgin;VIRGIN;6;1;41;0;8,3,0
2;6;2016 Long Beach;02/04/2016;Jerôme d'Ambrosio;7;Dragon;DRAGON;7;9;41;0;6,0,0
2;6;2016 Long Beach;02/04/2016;Loïc Duval;6;Dragon;DRAGON;8;17;41;0;4,0,0
2;6;2016 Long Beach;02/04/2016;Simona de Silvestro;28;Andretti;BMW_ANDRETTI;9;12;41;0;2,0,0
2;6;2016 Long Beach;02/04/2016;Mike Conway;12;Venturi;VENTURI;10;15;41;0;1,0,0
2;6;2016 Long Beach;02/04/2016;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;11;8;41;0;0,0,0
2;6;2016 Long Beach;02/04/2016;Oliver Turvey;88;NextEV TCR;NIO_NEXTEV;12;13;41;0;0,0,0
2;6;2016 Long Beach;02/04/2016;Jean-Éric Vergne;25;Virgin;VIRGIN;13;11;41;0;0,0,0
2;6;2016 Long Beach;02/04/2016;Salvador Durán;77;Team Aguri;TECHEETAH;14;16;41;0;0,0,0
2;6;2016 Long Beach;02/04/2016;Robin Frijns;27;Andretti;BMW_ANDRETTI;15;5;41;0;0,0,0
2;6;2016 Long Beach;02/04/2016;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;16;7;41;0;0,0,2
2;6;2016 Long Beach;02/04/2016;António Felix da Costa;55;Team Aguri;TECHEETAH;99;18;41;1;0,0,0
2;6;2016 Long Beach;02/04/2016;Nelson Piquet Jr.;1;NextEV TCR;NIO_NEXTEV;99;14;41;1;0,0,0
2;7;2016 Paris;23/04/2016;Lucas di Grassi;11;Audi Sport ABT;AUDI;1;2;45;0;25,0,0
2;7;2016 Paris;23/04/2016;Jean-Éric Vergne;25;Virgin;VIRGIN;2;3;45;0;18,0,0
2;7;2016 Paris;23/04/2016;Sebastien Buemi;9;e.dams-Renault;NISSAN_RENAULT;3;8;45;0;15,0,0
2;7;2016 Paris;23/04/2016;Nico Prost;8;e.dams-Renault;NISSAN_RENAULT;4;5;45;0;12,0,0
2;7;2016 Paris;23/04/2016;Stephane Sarrazin;4;Venturi;VENTURI;5;4;45;0;10,0,0
2;7;2016 Paris;23/04/2016;Sam Bird;2;Virgin;VIRGIN;6;1;45;0;8,3,0
2;7;2016 Paris;23/04/2016;Robin Frijns;27;Andretti;BMW_ANDRETTI;7;6;45;0;6,0,0
2;7;2016 Paris;23/04/2016;António Felix da Costa;55;Aguri;TECHEETAH;8;10;45;0;4,0,0
2;7;2016 Paris;23/04/2016;Bruno Senna;21;Mahindra;MAHINDRA;9;13;45;0;2,0,0
2;7;2016 Paris;23/04/2016;Daniel Abt;66;Audi Sport ABT;AUDI;10;14;45;0;1,0,0
2;7;2016 Paris;23/04/2016;Jerôme d'Ambrosio;7;Dragon;DRAGON;11;11;45;0;0,0,0
2;7;2016 Paris;23/04/2016;Nick Heidfeld;23;Mahindra;MAHINDRA;12;18;45;0;0,0,2
2;7;2016 Paris;23/04/2016;Oliver Turvey;88;NEXTEV TCR;NIO_NEXTEV;13;7;45;0;0,0,0
2;7;2016 Paris;23/04/2016;Mike Conway;12;Venturi;VENTURI;14;17;45;0;0,0,0
2;7;2016 Paris;23/04/2016;Simona de Silvestro;28;Andretti;BMW_ANDRETTI;99;12;45;1;0,0,0
2;7;2016 Paris;23/04/2016;Loïc Duval;6;Dragon;DRAGON;99;16;45;1;0,0,0
2;7;2016 Paris;23/04/2016;Ma Qing Hua;77;Aguri;TECHEETAH;99;15;45;1;0,0,0
2;7;2016 Paris;23/04/2016;Nelson Piquet Jr.;1;NEXTEV TCR;NIO_NEXTEV;99;9;45;1;0,0,0
2;8;2016 Berlin;21/05/2016;Sebastien Buemi;9;e.dams-Renault;NISSAN_RENAULT;1;2;48;0;25,0,0
2;8;2016 Berlin;21/05/2016;Daniel Abt;66;Audi Sport ABT;AUDI;2;3;48;0;18,0,0
2;8;2016 Berlin;21/05/2016;Lucas di Grassi;11;Audi Sport ABT;AUDI;3;8;48;0;15,0,0
2;8;2016 Berlin;21/05/2016;Nico Prost;8;e.dams-Renault;NISSAN_RENAULT;4;6;48;0;12,0,0
2;8;2016 Berlin;21/05/2016;Jean-Éric Vergne;25;Virgin;VIRGIN;5;1;48;0;10,3,0
2;8;2016 Berlin;21/05/2016;Robin Frijns;27;Andretti;BMW_ANDRETTI;6;12;48;0;8,0,0
2;8;2016 Berlin;21/05/2016;Nick Heidfeld;23;Mahindra;MAHINDRA;7;16;48;0;6,0,0
2;8;2016 Berlin;21/05/2016;Mike Conway;12;Venturi;VENTURI;8;11;48;0;4,0,0
2;8;2016 Berlin;21/05/2016;Simona de Silvestro;28;Andretti;BMW_ANDRETTI;9;10;48;0;2,0,0
2;8;2016 Berlin;21/05/2016;Stephane Sarrazin;4;Venturi;VENTURI;10;26;48;0;1,0,0
2;8;2016 Berlin;21/05/2016;Sam Bird;2;Virgin;VIRGIN;11;4;48;0;0,0,0
2;8;2016 Berlin;21/05/2016;Oliver Turvey;88;NextEV TCR;NIO_NEXTEV;12;7;48;0;0,0,0
2;8;2016 Berlin;21/05/2016;Nelson Piquet Jr.;1;NextEV TCR;NIO_NEXTEV;13;5;48;0;0,0,0
2;8;2016 Berlin;21/05/2016;Ma Qing Hua;77;Aguri;TECHEETAH;14;14;48;0;0,0,0
2;8;2016 Berlin;21/05/2016;Bruno Senna;21;Mahindra;MAHINDRA;15;15;48;0;0,0,2
2;8;2016 Berlin;21/05/2016;Jerôme d'Ambrosio;7;Dragon;DRAGON;16;17;48;0;0,0,0
2;8;2016 Berlin;21/05/2016;Loïc Duval;6;Dragon;DRAGON;99;9;48;1;0,0,0
2;8;2016 Berlin;21/05/2016;Rene Rast;55;Aguri;TECHEETAH;99;13;48;0;0,0,0
2;9;2016 London;02/07/2016;Nico Prost;8;Renault e.dams;NISSAN_RENAULT;1;1;33;0;25,3,0
2;9;2016 London;02/07/2016;Bruno Senna;21;Mahindra Racing;MAHINDRA;2;2;33;0;18,0,0
2;9;2016 London;02/07/2016;Jean-Éric Vergne;25;DS Virgin Racing;VIRGIN;3;5;33;0;15,0,0
2;9;2016 London;02/07/2016;Lucas di Grassi;11;Audi Sport ABT;AUDI;4;11;33;0;12,0,0
2;9;2016 London;02/07/2016;Sebastien Buemi;9;Renault e.dams;NISSAN_RENAULT;5;14;33;0;10,0,0
2;9;2016 London;02/07/2016;António Felix da Costa;55;Team Aguri;TECHEETAH;6;16;33;0;8,0,0
2;9;2016 London;02/07/2016;Sam Bird;2;DS Virgin Racing;VIRGIN;7;7;33;0;6,0,0
2;9;2016 London;02/07/2016;Jerôme d'Ambrosio;7;Dragon Racing;DRAGON;8;12;33;0;4,0,0
2;9;2016 London;02/07/2016;Mike Conway;12;Venturi;VENTURI;9;15;33;0;2,0,0
2;9;2016 London;02/07/2016;Stephane Sarrazin;4;Venturi;VENTURI;10;9;33;0;1,0,0
2;9;2016 London;02/07/2016;Ma Qing Hua;77;Team Aguri;TECHEETAH;11;13;33;0;0,0,0
2;9;2016 London;02/07/2016;Nelson Piquet Jr.;1;NextEV TCR;NIO_NEXTEV;12;17;33;0;0,0,2
2;9;2016 London;02/07/2016;Nick Heidfeld;23;Mahindra Racing;MAHINDRA;13;8;33;0;0,0,0
2;9;2016 London;02/07/2016;Simona de Silvestro;28;Amlin Andretti;BMW_ANDRETTI;14;18;33;0;0,0,0
2;9;2016 London;02/07/2016;Oliver Turvey;88;NextEV TCR;NIO_NEXTEV;15;3;33;0;0,0,0
2;9;2016 London;02/07/2016;Daniel Abt;66;Audi Sport ABT;AUDI;99;6;33;1;0,0,0
2;9;2016 London;02/07/2016;Loïc Duval;6;Dragon Racing;DRAGON;99;10;33;1;0,0,0
2;9;2016 London;02/07/2016;Robin Frijns;27;Amlin Andretti;BMW_ANDRETTI;99;4;33;1;0,0,0
2;10;2016 London race 2;03/07/2016;Nico Prost;8;Renault e.dams;NISSAN_RENAULT;1;2;33;0;25,0,0
2;10;2016 London race 2;03/07/2016;Daniel Abt;66;Audi Sport ABT;AUDI;2;6;33;0;18,0,0
2;10;2016 London race 2;03/07/2016;Jerôme d'Ambrosio;7;Dragon Racing;DRAGON;3;11;33;0;15,0,0
2;10;2016 London race 2;03/07/2016;Loïc Duval;6;Dragon Racing;DRAGON;4;10;33;0;12,0,0
2;10;2016 London race 2;03/07/2016;Stephane Sarrazin;4;Venturi;VENTURI;5;15;33;0;10,0,0
2;10;2016 London race 2;03/07/2016;Bruno Senna;21;Mahindra Racing;MAHINDRA;6;13;33;0;8,0,0
2;10;2016 London race 2;03/07/2016;Nick Heidfeld;23;Mahindra Racing;MAHINDRA;7;5;33;0;6,0,0
2;10;2016 London race 2;03/07/2016;Jean-Éric Vergne;25;DS Virgin Racing;VIRGIN;8;7;33;0;4,0,0
2;10;2016 London race 2;03/07/2016;Nelson Piquet Jr.;1;NextEV TCR;NIO_NEXTEV;9;9;33;0;2,0,0
2;10;2016 London race 2;03/07/2016;Oliver Turvey;88;NextEV TCR;NIO_NEXTEV;10;4;33;0;1,0,0
2;10;2016 London race 2;03/07/2016;António Felix da Costa;55;Team Aguri;TECHEETAH;11;14;33;0;0,0,0
2;10;2016 London race 2;03/07/2016;Ma Qing Hua;77;Team Aguri;TECHEETAH;12;18;33;0;0,0,0
2;10;2016 London race 2;03/07/2016;Mike Conway;12;Venturi;VENTURI;13;12;33;0;0,0,0
2;10;2016 London race 2;03/07/2016;Lucas di Grassi;11;Audi Sport ABT;AUDI;99;3;33;1;0,0,0
2;10;2016 London race 2;03/07/2016;Robin Frijns;27;Amlin Andretti;BMW_ANDRETTI;99;16;33;1;0,0,0
2;10;2016 London race 2;03/07/2016;Sebastien Buemi;9;Renault e.dams;NISSAN_RENAULT;99;1;33;1;0,3,2
2;10;2016 London race 2;03/07/2016;Sam Bird;2;DS Virgin Racing;VIRGIN;99;8;33;1;0,0,0
2;10;2016 London race 2;03/07/2016;Simona de Silvestro;28;Amlin Andretti;BMW_ANDRETTI;99;17;33;1;0,0,0
3;1;2016 Hong Kong;09/10/2016;Sebastien Buemi;9;e.dams-Renault;NISSAN_RENAULT;1;5;45;0;25,0,0
3;1;2016 Hong Kong;09/10/2016;Lucas di Grassi;11;Audi Sport ABT;AUDI;2;19;45;0;18,0,0
3;1;2016 Hong Kong;09/10/2016;Nick Heidfeld;23;Mahindra;MAHINDRA;3;10;45;0;15,0,0
3;1;2016 Hong Kong;09/10/2016;Nico Prost;8;e.dams-Renault;NISSAN_RENAULT;4;9;45;0;12,0,0
3;1;2016 Hong Kong;09/10/2016;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;5;13;45;0;10,0,0
3;1;2016 Hong Kong;09/10/2016;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;6;20;45;0;8,0,0
3;1;2016 Hong Kong;09/10/2016;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;7;18;45;0;6,0,0
3;1;2016 Hong Kong;09/10/2016;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;8;2;45;0;4,0,0
3;1;2016 Hong Kong;09/10/2016;Maro Engel;5;Venturi;VENTURI;9;12;45;0;2,0,0
3;1;2016 Hong Kong;09/10/2016;Stephane Sarrazin;4;Venturi;VENTURI;10;15;45;0;1,0,0
3;1;2016 Hong Kong;09/10/2016;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;11;1;45;0;0,3,0
3;1;2016 Hong Kong;09/10/2016;Adam Carroll;47;Jaguar;JAGUAR;12;14;45;0;0,0,0
3;1;2016 Hong Kong;09/10/2016;Sam Bird;2;Virgin-Citroën;VIRGIN;13;4;45;0;0,0,0
3;1;2016 Hong Kong;09/10/2016;Loïc Duval;6;Dragon-Penske;DRAGON;14;11;45;0;0,0,0
3;1;2016 Hong Kong;09/10/2016;Felix Rosenqvist;19;Mahindra;MAHINDRA;15;6;45;0;0,0,1
3;1;2016 Hong Kong;09/10/2016;Daniel Abt;66;Audi Sport ABT;AUDI;99;7;45;1;0,0,0
3;1;2016 Hong Kong;09/10/2016;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;99;8;45;1;0,0,0
3;1;2016 Hong Kong;09/10/2016;Jose María López;37;Virgin-Citroën;VIRGIN;99;3;45;1;0,0,0
3;1;2016 Hong Kong;09/10/2016;Ma Qing Hua;33;Techeetah-Renault;TECHEETAH;99;17;45;1;0,0,0
3;1;2016 Hong Kong;09/10/2016;Mitch Evans;20;Jaguar;JAGUAR;99;16;45;1;0,0,0
3;2;2016 Marrakesh;12/11/2016;Sebastien Buemi;9;e.Dams-Renault;NISSAN_RENAULT;1;7;33;0;25,0,0
3;2;2016 Marrakesh;12/11/2016;Sam Bird;2;Virgin-Citröen;VIRGIN;2;2;33;0;18,0,0
3;2;2016 Marrakesh;12/11/2016;Felix Rosenqvist;19;Mahindra;MAHINDRA;3;1;33;0;15,3,0
3;2;2016 Marrakesh;12/11/2016;Nico Prost;8;e.Dams-Renault;NISSAN_RENAULT;4;6;33;0;12,0,0
3;2;2016 Marrakesh;12/11/2016;Lucas di Grassi;11;Audi Sport ABT;AUDI;5;12;33;0;10,0,0
3;2;2016 Marrakesh;12/11/2016;Daniel Abt;66;Audi Sport ABT;AUDI;6;5;33;0;8,0,0
3;2;2016 Marrakesh;12/11/2016;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;7;8;33;0;6,0,0
3;2;2016 Marrakesh;12/11/2016;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;8;4;33;0;4,0,0
3;2;2016 Marrakesh;12/11/2016;Nick Heidfeld;23;Mahindra;MAHINDRA;9;11;33;0;2,0,0
3;2;2016 Marrakesh;12/11/2016;Jose María López;37;Virgin-Citröen;VIRGIN;10;13;33;0;1,0,0
3;2;2016 Marrakesh;12/11/2016;Robin Frijns;27;Andretti-BMW;BMW_ANDRETTI;11;9;33;0;0,0,0
3;2;2016 Marrakesh;12/11/2016;Stephane Sarrazin;4;Venturi;VENTURI;12;15;33;0;0,0,0
3;2;2016 Marrakesh;12/11/2016;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;13;17;33;0;0,0,0
3;2;2016 Marrakesh;12/11/2016;Adam Carroll;47;Jaguar;JAGUAR;14;20;33;0;0,0,0
3;2;2016 Marrakesh;12/11/2016;Ma Qing Hua;33;Techeetah-Renault;TECHEETAH;15;18;33;0;0,0,0
3;2;2016 Marrakesh;12/11/2016;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;16;3;33;0;0,0,0
3;2;2016 Marrakesh;12/11/2016;Mitch Evans;16;Jaguar;JAGUAR;17;16;33;0;0,0,0
3;2;2016 Marrakesh;12/11/2016;Loïc Duval;6;Dragon-Penske;DRAGON;18;19;33;0;0,0,1
3;2;2016 Marrakesh;12/11/2016;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;99;10;33;0;0,0,0
3;2;2016 Marrakesh;12/11/2016;Maro Engel;5;Venturi;VENTURI;99;14;33;0;0,0,0
3;3;2017 Buenos Aires;18/02/2017;Sebastien Buemi;9;e.dams-Renault;NISSAN_RENAULT;1;3;37;0;25,0,0
3;3;2017 Buenos Aires;18/02/2017;Jean-Éric Vergne;25;Techeetah-Renault;TECHEETAH;2;2;37;0;18,0,0
3;3;2017 Buenos Aires;18/02/2017;Lucas di Grassi;11;Audi Sport ABT;AUDI;3;1;37;0;15,3,0
3;3;2017 Buenos Aires;18/02/2017;Nico Prost;8;e.dams-Renault;NISSAN_RENAULT;4;6;37;0;12,0,0
3;3;2017 Buenos Aires;18/02/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO_NEXTEV;5;5;37;0;10,0,0
3;3;2017 Buenos Aires;18/02/2017;Loïc Duval;6;Dragon-Penske;DRAGON;6;14;37;0;8,0,0
3;3;2017 Buenos Aires;18/02/2017;Daniel Abt;66;Audi Sport ABT;AUDI;7;16;37;0;6,0,0
3;3;2017 Buenos Aires;18/02/2017;Jerôme d'Ambrosio;7;Dragon-Penske;DRAGON;8;9;37;0;4,0,0
3;3;2017 Buenos Aires;18/02/2017;Oliver Turvey;88;NextEV NIO;NIO_NEXTEV;9;4;37;0;2,0,0
3;3;2017 Buenos Aires;18/02/2017;Jose María López;37;Virgin-Citroën;VIRGIN;10;18;37;0;1,0,0
3;3;2017 Buenos Aires;18/02/2017;António Felix da Costa;28;Andretti-BMW;BMW_ANDRETTI;11;17;37;0;0,0,0
